A1,A2,t
2.752590801862658694e-07,5.997040137123129666e-01,8.500000000000000000e+00
2.488464646863901769e-07,5.953834825251593799e-01,8.599999999999999645e+00
1.984887162166745486e-07,5.910941032876175782e-01,8.700000000000001066e+00
1.482448836387230750e-07,5.868356267930499026e-01,8.800000000000000711e+00
1.022420055577042420e-07,5.826078263402083568e-01,8.900000000000000355e+00
6.363271396855556241e-08,5.784104777669669684e-01,9.000000000000000000e+00
3.459523425598286086e-08,5.742433594503217886e-01,9.099999999999999645e+00
1.633338519446008865e-08,5.701062523063903376e-01,9.200000000000001066e+00
9.076578948230038399e-09,5.659989397904128250e-01,9.300000000000000711e+00
1.207982107130299410e-08,5.619212078967507074e-01,9.400000000000000355e+00
2.362371050745773700e-08,5.578728451588879089e-01,9.500000000000000000e+00
4.101443959024165141e-08,5.538536426494298226e-01,9.600000000000001421e+00
6.058379404296971894e-08,5.498633939801041981e-01,9.700000000000001066e+00
7.768915297872496842e-08,5.459018953017604758e-01,9.800000000000000711e+00
8.671348890035948176e-08,5.419689453043701199e-01,9.900000000000000355e+00
8.106536770049449986e-08,5.380643452170266183e-01,1.000000000000000000e+01
1.388888888888888840e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.148207716668129486e+00,2.397867556814129997e-01,1.000000000000000056e-01
9.492253991707231275e-01,4.363024624342189406e-01,2.000000000000000111e-01
7.847975502426030037e-01,5.969731743580275474e-01,3.000000000000000444e-01
6.487981580964701234e-01,7.281663486251015449e-01,4.000000000000000222e-01
5.362480004216328977e-01,8.350573578795983387e-01,5.000000000000000000e-01
4.433209551140951388e-01,9.216229302178869931e-01,6.000000000000000888e-01
3.666345523150831287e-01,9.913786207245594007e-01,7.000000000000000666e-01
3.031834225914753489e-01,1.047447992122858995e+00,8.000000000000000444e-01
2.505634023843885672e-01,1.092329656997731213e+00,9.000000000000000222e-01
2.070847534627729414e-01,1.127779586109500798e+00,1.000000000000000000e+00
1.712462804983774511e-01,1.155357763428779938e+00,1.100000000000000089e+00
1.416786585460117487e-01,1.176487097228101186e+00,1.200000000000000178e+00
1.171557628688920244e-01,1.192441642718370609e+00,1.300000000000000044e+00
9.681182463900799007e-02,1.204120868539737543e+00,1.400000000000000133e+00
8.001540116671668201e-02,1.212180664786995488e+00,1.500000000000000000e+00
6.617768039716775963e-02,1.217232610520483593e+00,1.600000000000000089e+00
5.475902096683089859e-02,1.219837175358993164e+00,1.700000000000000178e+00
4.527806104830606193e-02,1.220494250825544524e+00,1.800000000000000044e+00
3.741460287942321300e-02,1.219536201796054931e+00,1.900000000000000133e+00
3.092447055068268252e-02,1.217216371874825454e+00,2.000000000000000000e+00
2.557819631411216779e-02,1.213772818932695063e+00,2.100000000000000089e+00
2.116534361630625569e-02,1.209423821301887969e+00,2.200000000000000178e+00
1.749954575071437438e-02,1.204362640088469494e+00,2.300000000000000266e+00
1.446019261677340684e-02,1.198714185744319316e+00,2.400000000000000355e+00
1.195222695825288485e-02,1.192576809889033918e+00,2.500000000000000000e+00
9.886400608315460553e-03,1.186042828877894362e+00,2.600000000000000089e+00
8.180843621085672618e-03,1.179196892681711129e+00,2.700000000000000178e+00
6.763540730554804328e-03,1.172113410600058581e+00,2.800000000000000266e+00
5.588735326045302793e-03,1.164839499305075687e+00,2.900000000000000355e+00
4.619508848984330354e-03,1.157413091552154549e+00,3.000000000000000000e+00
3.821232211721003070e-03,1.149869743360625307e+00,3.100000000000000089e+00
3.162100805560104019e-03,1.142242077867333006e+00,3.200000000000000178e+00
2.614204399169844061e-03,1.134558673159909992e+00,3.300000000000000266e+00
2.160039284481311654e-03,1.126837292884933284e+00,3.400000000000000355e+00
1.785394789596532949e-03,1.119092280704993225e+00,3.500000000000000000e+00
1.476909701924069640e-03,1.111337100326163396e+00,3.600000000000000089e+00
1.222266718732359500e-03,1.103584133361835917e+00,3.700000000000000178e+00
1.010542738591289381e-03,1.095844315198479579e+00,3.800000000000000266e+00
8.349024091999627563e-04,1.088124335037430557e+00,3.900000000000000355e+00
6.900024633121903690e-04,1.080429334081425941e+00,4.000000000000000000e+00
5.707637745307755179e-04,1.072764181905681236e+00,4.100000000000000533e+00
4.724593632789171995e-04,1.065133384969140229e+00,4.200000000000000178e+00
3.907597492994453162e-04,1.057541039467718491e+00,4.299999999999999822e+00
3.227914464379613669e-04,1.049989731005598115e+00,4.400000000000000355e+00
2.666554577476958413e-04,1.042481035140312429e+00,4.500000000000000000e+00
2.205010918744780318e-04,1.035016480061319744e+00,4.600000000000000533e+00
1.825694878311113828e-04,1.027597501327395024e+00,4.700000000000000178e+00
1.511936149973702910e-04,1.020225441866631222e+00,4.800000000000000711e+00
1.249429857255359290e-04,1.012901401529961554e+00,4.900000000000000355e+00
1.031242195571032219e-04,1.005625716758131061e+00,5.000000000000000000e+00
8.515130921229987408e-05,9.983986151813484256e-01,5.100000000000000533e+00
7.043652823463169633e-05,9.912203289268118889e-01,5.200000000000000178e+00
5.839731202662791412e-05,9.840910874630007799e-01,5.300000000000000711e+00
4.845625784984225188e-05,9.770111175996774033e-01,5.400000000000000355e+00
4.007189796458579593e-05,9.699806114854205852e-01,5.500000000000000000e+00
3.302457131137254663e-05,9.629994294153009227e-01,5.600000000000000533e+00
2.719391968149368927e-05,9.560673312038159288e-01,5.700000000000000178e+00
2.243477499635815374e-05,9.491841050487735965e-01,5.800000000000000711e+00
1.858857114837950903e-05,9.423495556498774350e-01,5.900000000000000355e+00
1.548334400097573960e-05,9.355635042087260267e-01,6.000000000000000000e+00
1.293373138856926234e-05,9.288257884288134703e-01,6.100000000000000533e+00
1.074284592423924278e-05,9.221362605655849531e-01,6.200000000000000178e+00
8.831892891794360025e-06,9.154946525895698572e-01,6.300000000000000711e+00
7.218994175382928755e-06,9.089005984014242312e-01,6.400000000000000355e+00
5.893526597210697974e-06,9.023537643047483403e-01,6.500000000000000000e+00
4.834589198914231715e-06,8.958538297098275205e-01,6.600000000000000533e+00
4.011003241560915820e-06,8.894004871336319562e-01,6.700000000000000178e+00
3.381312205648905422e-06,8.829934421998167915e-01,6.800000000000000711e+00
2.893781791107177462e-06,8.766324136387222410e-01,6.900000000000000355e+00
2.486399917295498501e-06,8.703171332873733679e-01,7.000000000000000000e+00
2.088199906135894632e-06,8.640473447074988878e-01,7.100000000000000533e+00
1.697993751049902497e-06,8.578227211324164214e-01,7.200000000000000178e+00
1.350010075602463206e-06,8.516429016294740917e-01,7.300000000000000711e+00
1.055393360269581512e-06,8.455075516937247126e-01,7.400000000000000355e+00
8.206092380740987361e-07,8.394163439272022131e-01,7.500000000000000000e+00
6.474444945857054713e-07,8.333689580389223028e-01,7.600000000000000533e+00
5.330070679209432764e-07,8.273650808448824723e-01,7.700000000000000178e+00
4.697260487431945122e-07,8.214044062680613267e-01,7.800000000000000711e+00
4.453516802626933525e-07,8.154866353384195854e-01,7.900000000000000355e+00
4.429553582365168906e-07,8.096114761928991932e-01,8.000000000000000000e+00
4.409296309685910685e-07,8.037786440754237649e-01,8.099999999999999645e+00
4.129881993096879238e-07,7.979878613368983631e-01,8.200000000000001066e+00
3.399288995377108916e-07,7.922388450246071745e-01,8.300000000000000711e+00
2.517247294472163319e-07,7.865312629987003534e-01,8.400000000000000355e+00
1.620996997216622465e-07,7.808648029679137181e-01,8.500000000000000000e+00
7.981557072594472369e-08,7.752391599001915434e-01,8.599999999999999645e+00
1.168805622798713313e-08,7.696540328109950924e-01,8.700000000000001066e+00
-3.741317660125548046e-08,7.641091247633032824e-01,8.800000000000000711e+00
-6.456450718780391457e-08,7.586041428676121301e-01,8.900000000000000355e+00
-6.878836155464898555e-08,7.531387982819346405e-01,9.000000000000000000e+00
-5.105321232175412265e-08,7.477128062118012508e-01,9.099999999999999645e+00
-1.427357870605293285e-08,7.423258859102598306e-01,9.200000000000001066e+00
3.668997347854555820e-08,7.369777606778753487e-01,9.300000000000000711e+00
9.503083182116564115e-08,7.316681578627300953e-01,9.400000000000000355e+00
1.519963373139549968e-07,7.263968088604234596e-01,9.500000000000000000e+00
1.968877843520929547e-07,7.211634491140721526e-01,9.600000000000001421e+00
2.170604207337836373e-07,7.159678181143104281e-01,9.700000000000001066e+00
1.982539522255546640e-07,7.108096590567914985e-01,9.800000000000000711e+00
1.639012127642378402e-07,7.056886780718296670e-01,9.900000000000000355e+00
1.355027264415654796e-07,7.006045851689974846e-01,1.000000000000000000e+01
1.711111111111111027e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.414591078648272271e+00,2.954181440042006335e-01,1.000000000000000056e-01
1.169461771595180721e+00,5.375079187398535963e-01,2.000000000000000111e-01
9.668787531104320321e-01,7.354624568297611908e-01,3.000000000000000444e-01
7.992796747176733607e-01,8.971421640002895659e-01,4.000000000000000222e-01
6.606382076366075218e-01,1.028810757293515454e+00,5.000000000000000000e-01
5.462007679792946213e-01,1.135408939357952063e+00,6.000000000000000888e-01
4.517317046833602689e-01,1.221339025997610239e+00,7.000000000000000666e-01
3.734974225762353051e-01,1.290481450249857165e+00,8.000000000000000444e-01
3.086587280744917949e-01,1.345786918758171913e+00,9.000000000000000222e-01
2.551259074079100797e-01,1.389427058048524843e+00,1.000000000000000000e+00
2.110042026832199269e-01,1.423370842408735237e+00,1.100000000000000089e+00
1.745699929887972179e-01,1.449409353628659414e+00,1.200000000000000178e+00
1.443182090102443360e-01,1.469106493467952967e+00,1.300000000000000044e+00
1.192550530765280892e-01,1.483494700965175994e+00,1.400000000000000133e+00
9.857868472500050383e-02,1.493406879968445677e+00,1.500000000000000000e+00
8.154453369826669684e-02,1.499616406265402491e+00,1.600000000000000089e+00
6.747161658814164464e-02,1.502830561422004996e+00,1.700000000000000178e+00
5.577474623009683746e-02,1.503657051084922314e+00,1.800000000000000044e+00
4.608812173928165945e-02,1.502475533048303946e+00,1.900000000000000133e+00
3.809930625902125528e-02,1.499610197449462445e+00,2.000000000000000000e+00
3.151801335256653597e-02,1.495362213249810335e+00,2.100000000000000089e+00
2.607856752266657363e-02,1.490007170520150304e+00,2.200000000000000178e+00
2.155617498483766714e-02,1.483778166948229060e+00,2.300000000000000266e+00
1.781242988976393729e-02,1.476818504083350581e+00,2.400000000000000355e+00
1.472547670878305084e-02,1.469254283532647865e+00,2.500000000000000000e+00
1.218236941377476290e-02,1.461202349522927602e+00,2.600000000000000089e+00
1.007972135807332775e-02,1.452769613347372202e+00,2.700000000000000178e+00
8.331306314522852335e-03,1.444045152066897764e+00,2.800000000000000266e+00
6.884342954728886119e-03,1.435083280778822523e+00,2.900000000000000355e+00
5.691438998637318725e-03,1.425932716637041020e+00,3.000000000000000000e+00
4.708725674082534993e-03,1.416638518014539105e+00,3.100000000000000089e+00
3.896012400815856112e-03,1.407241923708346221e+00,3.200000000000000178e+00
3.220087430235201581e-03,1.397776921906632275e+00,3.300000000000000266e+00
2.660757445604640566e-03,1.388263972018498160e+00,3.400000000000000355e+00
2.199712828772180592e-03,1.378721579179862600e+00,3.500000000000000000e+00
1.819980185853662443e-03,1.369166863289329905e+00,3.600000000000000089e+00
1.505963497279928960e-03,1.359615516232109300e+00,3.700000000000000178e+00
1.244680466457433188e-03,1.350080516679100340e+00,3.800000000000000266e+00
1.028388247772432434e-03,1.340569400639958664e+00,3.900000000000000355e+00
8.501269874086087464e-04,1.331088893904934789e+00,4.000000000000000000e+00
7.033957456000561933e-04,1.321645248855108923e+00,4.100000000000000533e+00
5.821743781825151160e-04,1.312244221715654691e+00,4.200000000000000178e+00
4.812329862470904004e-04,1.302890750870405068e+00,4.299999999999999822e+00
3.975207814698963915e-04,1.293587513127173239e+00,4.400000000000000355e+00
3.285086957312996448e-04,1.284336646555922945e+00,4.500000000000000000e+00
2.717783939611140829e-04,1.275140177617427151e+00,4.600000000000000533e+00
2.250503074232312081e-04,1.265999992018519649e+00,4.700000000000000178e+00
1.861946501856568737e-04,1.256917823258389078e+00,4.800000000000000711e+00
1.537713304390367580e-04,1.247894691353729657e+00,4.900000000000000355e+00
1.269582042966340937e-04,1.238930977468264638e+00,5.000000000000000000e+00
1.049328452993314849e-04,1.230027066447531459e+00,5.100000000000000533e+00
8.689193713277268741e-05,1.221183326621960052e+00,5.200000000000000178e+00
7.205127362736130710e-05,1.212400109806872628e+00,5.300000000000000711e+00
5.965019632112962729e-05,1.203677746687136452e+00,5.400000000000000355e+00
4.921891295776966086e-05,1.195016268882943100e+00,5.500000000000000000e+00
4.056513690606664501e-05,1.186415422938337016e+00,5.600000000000000533e+00
3.347058073164930228e-05,1.177874985677666686e+00,5.700000000000000178e+00
2.770516103101163154e-05,1.169394749380184173e+00,5.800000000000000711e+00
2.302699843151351103e-05,1.160974521780045121e+00,5.900000000000000355e+00
1.918241759138027830e-05,1.152614126066307865e+00,6.000000000000000000e+00
1.590917971010892204e-05,1.144313397517843445e+00,6.100000000000000533e+00
1.309299985789701091e-05,1.136072020703636998e+00,6.200000000000000178e+00
1.073275448107007283e-05,1.127889565858363641e+00,6.300000000000000711e+00
8.798383612646483247e-06,1.119765636404386422e+00,6.400000000000000355e+00
7.247980920083109315e-06,1.111699851093293612e+00,6.500000000000000000e+00
6.027793705275372581e-06,1.103691844005898259e+00,6.600000000000000533e+00
5.072222904557291331e-06,1.095741264552239302e+00,6.700000000000000178e+00
4.303823088701395888e-06,1.087847777471580457e+00,6.800000000000000711e+00
3.633302462918784520e-06,1.080011062832410884e+00,6.900000000000000355e+00
2.993017474827242491e-06,1.072230781111140674e+00,7.000000000000000000e+00
2.422512931153447320e-06,1.064506484319369894e+00,7.100000000000000533e+00
1.936797865761425885e-06,1.056837753208383468e+00,7.200000000000000178e+00
1.542154852542468222e-06,1.049224180423180552e+00,7.300000000000000711e+00
1.238875383483786965e-06,1.041665367642409024e+00,7.400000000000000355e+00
1.021259868668493621e-06,1.034160925578364809e+00,7.500000000000000000e+00
8.776176362756121271e-07,1.026710473976992777e+00,7.600000000000000533e+00
7.902669325800720742e-07,1.019313641617886290e+00,7.700000000000000178e+00
7.355349219527167514e-07,1.011970066314286987e+00,7.800000000000000711e+00
6.837576868602917126e-07,1.004679394913085666e+00,7.900000000000000355e+00
5.992803323384234810e-07,9.974412832947104901e-01,8.000000000000000000e+00
4.801407578266913483e-07,9.902553547047161508e-01,8.099999999999999645e+00
3.591168678719032833e-07,9.831211993368952351e-01,8.200000000000001066e+00
2.467225503476315998e-07,9.760384336835781216e-01,8.300000000000000711e+00
1.510969010791027174e-07,9.690066792587846978e-01,8.400000000000000355e+00
7.800422384320563202e-08,9.620255625982253589e-01,8.500000000000000000e+00
3.083403036849032783e-08,9.550947152593007861e-01,8.599999999999999645e+00
1.060104033516714174e-08,9.482137738211015021e-01,8.700000000000001066e+00
1.594518137510792822e-08,9.413823798844087598e-01,8.800000000000000711e+00
4.313158907184394165e-08,9.346001800716934316e-01,8.900000000000000355e+00
8.605060696056784809e-08,9.278668260271167867e-01,9.000000000000000000e+00
1.362177865281335664e-07,9.211819744165303803e-01,9.099999999999999645e+00
1.827738872130543624e-07,9.145452869274757202e-01,9.200000000000001066e+00
2.124848764055037489e-07,9.079564302691848221e-01,9.300000000000000711e+00
2.097419294473199856e-07,9.014150761725796546e-01,9.400000000000000355e+00
1.750091806259600150e-07,8.949208822447928258e-01,9.500000000000000000e+00
1.445291885866327883e-07,8.884734714416966384e-01,9.600000000000001421e+00
1.194147924880309506e-07,8.820725055609118792e-01,9.700000000000001066e+00
9.879915349485981805e-08,8.757176508505639667e-01,9.800000000000000711e+00
8.185109325278205685e-08,8.694085759185132822e-01,9.900000000000000355e+00
6.777509388841715356e-08,8.631449517323548370e-01,1.000000000000000000e+01
2.033333333333333215e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.680991341918436355e+00,3.510319634260772870e-01,1.000000000000000056e-01
1.389725534435417131e+00,6.386849026919914074e-01,2.000000000000000111e-01
1.148941804133153610e+00,8.739706081555738137e-01,3.000000000000000444e-01
9.496753969834015319e-01,1.066207162658417751e+00,4.000000000000000222e-01
7.850379987328985898e-01,1.222554194259491744e+00,5.000000000000000000e-01
6.491684120500451627e-01,1.349103647908363568e+00,6.000000000000000888e-01
5.368560686013869043e-01,1.451271144847706918e+00,7.000000000000000666e-01
4.437284946310464662e-01,1.533601112003013522e+00,8.000000000000000444e-01
3.667153755284450201e-01,1.599284386569141292e+00,9.000000000000000222e-01
3.032096431132174086e-01,1.651030266228324050e+00,1.000000000000000000e+00
2.508345790046122570e-01,1.691308605273099230e+00,1.100000000000000089e+00
2.074483083754521395e-01,1.722345143344654828e+00,1.200000000000000178e+00
1.714336676143247140e-01,1.745820187781365496e+00,1.300000000000000044e+00
1.416801486271430099e-01,1.762887382538922632e+00,1.400000000000000133e+00
1.171635416453542106e-01,1.774610669634944404e+00,1.500000000000000000e+00
9.694442529415489562e-02,1.781965858687163839e+00,1.600000000000000089e+00
8.017392940345527408e-02,1.785834636464994851e+00,1.700000000000000178e+00
6.625227690093297983e-02,1.786839762460157077e+00,1.800000000000000044e+00
5.475532211417491468e-02,1.785421432371408601e+00,1.900000000000000133e+00
4.528368281666150102e-02,1.781994105313884802e+00,2.000000000000000000e+00
3.747074666810412680e-02,1.776938181093433045e+00,2.100000000000000089e+00
3.098649358869182135e-02,1.770596026842143456e+00,2.200000000000000178e+00
2.560535373118900601e-02,1.763201438585140224e+00,2.300000000000000266e+00
2.116260370876700547e-02,1.754924967386535917e+00,2.400000000000000355e+00
1.750280429108510075e-02,1.745927518276112478e+00,2.500000000000000000e+00
1.448326172210515073e-02,1.736356752187789176e+00,2.600000000000000089e+00
1.197615318860471671e-02,1.726344876528582484e+00,2.700000000000000178e+00
9.896176073027037126e-03,1.715979903737277157e+00,2.800000000000000266e+00
8.179289902353517605e-03,1.705327749033968221e+00,2.900000000000000355e+00
6.765094746985456271e-03,1.694450547969458931e+00,3.000000000000000000e+00
5.598115939859207683e-03,1.683405320943863526e+00,3.100000000000000089e+00
4.628841648344908868e-03,1.672242894643874989e+00,3.200000000000000178e+00
3.824816170606436944e-03,1.660996370530798183e+00,3.300000000000000266e+00
3.161253091993514956e-03,1.649690882459773800e+00,3.400000000000000355e+00
2.614763401910906015e-03,1.638350116193835637e+00,3.500000000000000000e+00
2.163823101998277494e-03,1.626995823312386014e+00,3.600000000000000089e+00
1.789182842762603032e-03,1.615647395387419971e+00,3.700000000000000178e+00
1.478323375842915954e-03,1.604317232514827385e+00,3.800000000000000266e+00
1.221777973301466612e-03,1.593014566155878775e+00,3.900000000000000355e+00
1.010568950626147128e-03,1.581748123759777691e+00,4.000000000000000000e+00
8.363886364434088005e-04,1.570525940632617301e+00,4.100000000000000533e+00
6.916922189541265757e-04,1.559355263419127668e+00,4.200000000000000178e+00
5.714552321278547082e-04,1.548240723165867472e+00,4.299999999999999822e+00
4.721798648256222281e-04,1.537185368278833009e+00,4.400000000000000355e+00
3.905013762613675698e-04,1.526192113033136177e+00,4.500000000000000000e+00
3.232645451991889908e-04,1.515263658082523834e+00,4.600000000000000533e+00
2.675237554246688164e-04,1.504402490370513767e+00,4.700000000000000178e+00
2.210152880707918544e-04,1.493610392146214494e+00,4.800000000000000711e+00
1.825111329479903459e-04,1.482888073213699975e+00,4.900000000000000355e+00
1.508342954344649503e-04,1.472236194426354894e+00,5.000000000000000000e+00
1.248498313548849006e-04,1.461655376933613804e+00,5.100000000000000533e+00
1.034648469803879493e-04,1.451146202180960243e+00,5.200000000000000178e+00
8.563406327968153039e-05,1.440709206123202746e+00,5.300000000000000711e+00
7.068493817799335758e-05,1.430344541202120734e+00,5.400000000000000355e+00
5.830013750712776901e-05,1.420051994663360295e+00,5.500000000000000000e+00
4.814073556489090796e-05,1.409831380085994068e+00,5.600000000000000533e+00
3.986032880089500683e-05,1.399682522650227634e+00,5.700000000000000178e+00
3.310503581655784504e-05,1.389605259137398852e+00,5.800000000000000711e+00
2.751349736510331828e-05,1.379599437929979855e+00,5.900000000000000355e+00
2.274819635376338077e-05,1.369664886424197370e+00,6.000000000000000000e+00
1.871806957815912780e-05,1.359801179587174946e+00,6.100000000000000533e+00
1.537722612196859416e-05,1.350007849340923105e+00,6.200000000000000178e+00
1.265763908337451408e-05,1.340284454270650460e+00,6.300000000000000711e+00
1.047810926623413096e-05,1.330630570280554981e+00,6.400000000000000355e+00
8.744265180078992361e-06,1.321045790593822655e+00,6.500000000000000000e+00
7.348563040115055036e-06,1.311529725752627940e+00,6.600000000000000533e+00
6.170286767222686646e-06,1.302082003618134198e+00,6.700000000000000178e+00
5.099692967591149445e-06,1.292702244204712025e+00,6.800000000000000711e+00
4.159688816951688361e-06,1.283389933146477979e+00,6.900000000000000355e+00
3.365938727238116861e-06,1.274144567461679367e+00,7.000000000000000000e+00
2.720149260552273083e-06,1.264965662108089139e+00,7.100000000000000533e+00
2.216333924498887253e-06,1.255852743432566143e+00,7.200000000000000178e+00
1.840813172185552039e-06,1.246805349171053123e+00,7.300000000000000711e+00
1.572214402222756432e-06,1.237823028448578278e+00,7.400000000000000355e+00
1.381471958723854402e-06,1.228905341779254812e+00,7.500000000000000000e+00
1.231827131305089470e-06,1.220051861066280274e+00,7.600000000000000533e+00
1.078828155085585384e-06,1.211262169601937666e+00,7.700000000000000178e+00
8.889192188620260828e-07,1.202535842570475300e+00,7.800000000000000711e+00
6.998756217025829541e-07,1.193872384176613677e+00,7.900000000000000355e+00
5.277296717441451247e-07,1.185271325197841508e+00,8.000000000000000000e+00
3.818516158412403305e-07,1.176732206505377576e+00,8.099999999999999645e+00
2.684874719912944391e-07,1.168254575329323197e+00,8.200000000000001066e+00
1.907590293346374855e-07,1.159837985258663329e+00,8.300000000000000711e+00
1.486638481544937189e-07,1.151481996241265016e+00,8.400000000000000355e+00
1.390752598769873206e-07,1.143186174583878500e+00,8.500000000000000000e+00
1.557423670711435682e-07,1.134950092952137002e+00,8.599999999999999645e+00
1.892900434488870361e-07,1.126773330370555604e+00,8.700000000000001066e+00
2.272189338650384190e-07,1.118655472222533698e+00,8.800000000000000711e+00
2.539054543173217315e-07,1.110596110250352320e+00,8.900000000000000355e+00
2.506017919463582732e-07,1.102594842555175925e+00,9.000000000000000000e+00
2.101618967944409026e-07,1.094651258255930459e+00,9.099999999999999645e+00
1.716630778094879287e-07,1.086764901479195133e+00,9.200000000000001066e+00
1.393358904406844244e-07,1.078935355693586118e+00,9.300000000000000711e+00
1.131028014927159650e-07,1.071162211737602732e+00,9.400000000000000355e+00
9.259953371184698721e-08,1.063445063625147124e+00,9.500000000000000000e+00
7.717506578591994238e-08,1.055783508545525606e+00,9.600000000000001421e+00
6.589163234435603728e-08,1.048177146863448206e+00,9.700000000000001066e+00
5.752472395815383143e-08,1.040625582119028225e+00,9.800000000000000711e+00
5.056308713989024291e-08,1.033128421027783128e+00,9.900000000000000355e+00
4.320872434372033659e-08,1.025685273480633208e+00,1.000000000000000000e+01
2.355555555555555625e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.947389642099980334e+00,4.066478234797512581e-01,1.000000000000000056e-01
1.609971048517504721e+00,7.398808562390563059e-01,2.000000000000000111e-01
1.330937721277928754e+00,1.012548545185633087e+00,3.000000000000000444e-01
1.100103355346415679e+00,1.235238651876090943e+00,4.000000000000000222e-01
9.095141547211452737e-01,1.416218249874947377e+00,5.000000000000000000e-01
7.521604222395146255e-01,1.562773027861654951e+00,6.000000000000000888e-01
6.218843486740787130e-01,1.681303142910555160e+00,7.000000000000000666e-01
5.139418805276645408e-01,1.776739158529737184e+00,8.000000000000000444e-01
4.248190209302364351e-01,1.852732999990416518e+00,9.000000000000000222e-01
3.513474969964402450e-01,1.912577218530289613e+00,1.000000000000000000e+00
2.906566339666322163e-01,1.959255018192410214e+00,1.100000000000000089e+00
2.402689978012082228e-01,1.995340835271719016e+00,1.200000000000000178e+00
1.985445249811648716e-01,2.022538665087321608e+00,1.300000000000000044e+00
1.641301764096501914e-01,2.042254147049730406e+00,1.400000000000000133e+00
1.357751691266293192e-01,2.055786631288551103e+00,1.500000000000000000e+00
1.123371491433632352e-01,2.064322761982228638e+00,1.600000000000000089e+00
9.285437903711793450e-02,2.068861438287215915e+00,1.700000000000000178e+00
7.672898522984167302e-02,2.070023328664775786e+00,1.800000000000000044e+00
6.343309808913591419e-02,2.068356338359305990e+00,1.900000000000000133e+00
5.247855463342784854e-02,2.064367103351450794e+00,2.000000000000000000e+00
4.341902388823397352e-02,2.058518781047033563e+00,2.100000000000000089e+00
3.588661168082445813e-02,2.051192999546802564e+00,2.200000000000000178e+00
2.965462854590730085e-02,2.042624610363941162e+00,2.300000000000000266e+00
2.451714200994248652e-02,2.033026893815173874e+00,2.400000000000000355e+00
2.028411017188122903e-02,2.022596617576914113e+00,2.500000000000000000e+00
1.678177310272797873e-02,2.011513629824464910e+00,2.600000000000000089e+00
1.386977013139748666e-02,1.999923065777180264e+00,2.700000000000000178e+00
1.146124623799705915e-02,1.987914447090534553e+00,2.800000000000000266e+00
9.476042538305813612e-03,1.975570340282125414e+00,2.900000000000000355e+00
7.840266465551045880e-03,1.962966803450555853e+00,3.000000000000000000e+00
6.486334931829091169e-03,1.950173341408934835e+00,3.100000000000000089e+00
5.360602828368605383e-03,1.937244975826648785e+00,3.200000000000000178e+00
4.429688070636449149e-03,1.924215670346511420e+00,3.300000000000000266e+00
3.662516140925119439e-03,1.911116995192831736e+00,3.400000000000000355e+00
3.030417891814004248e-03,1.897978025436294347e+00,3.500000000000000000e+00
2.507130799850819901e-03,1.884825339690744617e+00,3.600000000000000089e+00
2.071937919311858667e-03,1.871679757140309208e+00,3.700000000000000178e+00
1.712048537717900457e-03,1.858553862856048511e+00,3.800000000000000266e+00
1.415518716901956794e-03,1.845459366796440293e+00,3.900000000000000355e+00
1.171285422793509829e-03,1.832407068262781991e+00,4.000000000000000000e+00
9.691665478292377407e-04,1.819406855875895346e+00,4.100000000000000533e+00
8.009296579772543076e-04,1.806466596586072670e+00,4.200000000000000178e+00
6.617130078264232915e-04,1.793590658536386107e+00,4.299999999999999822e+00
5.470250543629512352e-04,1.780783029984839727e+00,4.400000000000000355e+00
4.526605971509856888e-04,1.768047406393801424e+00,4.500000000000000000e+00
3.747041114108486549e-04,1.755387186965024382e+00,4.600000000000000533e+00
3.097338675786648040e-04,1.742805262439378389e+00,4.700000000000000178e+00
2.558112175546429145e-04,1.730302986721761638e+00,4.800000000000000711e+00
2.113599233836348744e-04,1.717881341803462858e+00,4.900000000000000355e+00
1.748528993606656378e-04,1.705541263256325379e+00,5.000000000000000000e+00
1.448326850547824985e-04,1.693283618944205093e+00,5.100000000000000533e+00
1.199114453328773702e-04,1.681109209022947804e+00,5.200000000000000178e+00
9.903451020705940887e-05,1.669018491937992010e+00,5.300000000000000711e+00
8.171839446970161969e-05,1.657011337068074797e+00,5.400000000000000355e+00
6.748395616772219258e-05,1.645087613851765385e+00,5.500000000000000000e+00
5.585120090687905540e-05,1.633247197079132018e+00,5.600000000000000533e+00
4.633928185176998242e-05,1.621489966891741741e+00,5.700000000000000178e+00
3.846649972583195728e-05,1.609815808782661062e+00,5.800000000000000711e+00
3.179425679385606412e-05,1.598224567870809354e+00,5.900000000000000355e+00
2.618384893417380924e-05,1.586715781943067061e+00,6.000000000000000000e+00
2.154548781590347008e-05,1.575288942462752528e+00,6.100000000000000533e+00
1.776786553269844184e-05,1.563943567523917721e+00,6.200000000000000178e+00
1.472605494608366755e-05,1.552679193618684117e+00,6.300000000000000711e+00
1.228150968545591585e-05,1.541495375637241816e+00,6.400000000000000355e+00
1.028206414808361164e-05,1.530391686867850431e+00,6.500000000000000000e+00
8.562064342695929232e-06,1.519367718860344940e+00,6.600000000000000533e+00
7.040004814645955195e-06,1.508422979759101556e+00,6.700000000000000178e+00
5.744543518148395418e-06,1.497556867568509364e+00,6.800000000000000711e+00
